school_code,school_name,school_type,cluster,Cluster ,charter_status,latitude,longitude,ward,zipcode,census_tract,lea_code,lea_name
1129,KIPP DC GROW Academy PCS,Regular school,7,Cluster 7,Yes,38.90988639,-77.01811734,6,20001,4801,129,KIPP DC PCS
1137,AppleTree Early Learning Center PCS Oklahoma,Regular school,25,Cluster 25,Yes,38.89459581,-76.97558295,7,20002,7903,103,AppleTree Early Learning Center PCS
1138,E.L. Haynes Kansas Avenue - High School,Regular School,18,Cluster 18,Yes,38.94560189,-77.02241638,4,20010,2400,116,E.L. Haynes PCS
1206,E.L. Haynes PCS Kansas Avenue (Elementary School),Regular School,18,Cluster 18,Yes,38.94560189,-77.02241638,4,20010,2400,116,E.L. Haynes PCS
1207,Capital City High School PCS,Regular school,2,Cluster 2,Yes,38.96216486,-77.01286745,4,20011,1902,108,Capital City PCS
3064,Inspired Teaching Demonstration PCS,Regular school,20,Cluster 20,Yes,38.92008577,-77.03079817,1,20009,4400,165,Inspired Teaching Demonstration PCS
3065,Mundo Verde Bilingual PCS,Regular school,6,Cluster 6,Yes,38.93131343,-77.03681,1,20010,2702,171,Mundo Verde Bilingual PCS
3066,Shining Stars Montessori Academy PCS,Regular school,2,Cluster 2,Yes,38.92008577,-77.03079817,1,20009,4400,166,Shining Stars Montessori PCS
3067,Richard Wright PCS for Journalism and Media Arts,Vocational Shared Time,32,Cluster 32,Yes,38.87699771,-76.99557668,6,20003,7200,167,Richard Wright PCS for Journalism and Media Arts
3068,Basis DC PCS,Regular school,,,Yes,38.89521439,-77.0232213,2,20004,5800,168,Basis DC PCS
3069,Creative Minds International PCS,Regular school,,,Yes,38.93151044,-77.03681552,1,20010,2702,169,Creative Minds International PCS
3070,DC Scholars PCS,Regular school,,,Yes,38.88947954,-76.92174283,7,20011,9903,170,DC Scholars PCS
3071,KIPP DC Heights Academy PCS,Regular school,37,Cluster 37,Yes,38.85662232,-76.98804884,8,20020,7406,129,KIPP DC PCS
3072,AppleTree Early Learning PCS Southeast (Douglas Knoll),Regular school,38,Cluster 38,Yes,38.84876326,-76.9749201,8,20020,7403,103,AppleTree Early Learning Center PCS
3073,AppleTree Early Learning Center PCS Lincoln Park,Regular school,26,Cluster 26,Yes,38.89151343,-76.99053567,6,20002,8100,103,AppleTree Early Learning Center PCS
6000,Early S.T.A.G.E.S. at Walker Jones EC,Program-Non Reportable,8,Cluster 8,No,38.90419198,-77.01391569,6,20001,4701,1,District of Columbia Public Schools
7000,Private/Religious School Enrollment (PRO),Program-Non Reportable,,,No,38.90608754,-77.00635569,6,20002,10600,1,District of Columbia Public Schools
